lesson_number,domain_id,domain,service_group,microservice_id,microservice_name,team_id,db_cluster,database_name,schema_name,table_name,full_table_name,table_class,data_classification,storage_role,target_postgres_version,connector_scope,replication_slot_strategy,proposed_cdc_enabled,effective_cdc_mode,proposed_kafka_topic,effective_kafka_topic,bronze_target,silver_target,gold_target,implementation_status,policy_reason
406,21,returns,returns-platform,svc-0206,returns-06,team-021,pg-cluster-459,returns_svc_06,returns,relationship_returns,returns_svc_06.returns.relationship_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.relationship_returns,fk.pg.cdc.returns.relationship_returns,bronze.returns_relationship_returns,silver.returns_relationship_returns,gold.returns_relationship_metrics,PLANNED,Internal table approved for full CDC.
406,21,returns,returns-platform,svc-0206,returns-06,team-021,pg-cluster-452,returns_svc_06,returns,target_returns,returns_svc_06.returns.target_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.target_returns,fk.pg.cdc.returns.target_returns,bronze.returns_target_returns,silver.returns_target_returns,gold.returns_target_metrics,PLANNED,Internal table approved for full CDC.
406,21,returns,returns-platform,svc-0206,returns-06,team-021,pg-cluster-453,returns_svc_06,returns,threshold_returns,returns_svc_06.returns.threshold_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.threshold_returns,fk.pg.cdc.returns.threshold_returns,bronze.returns_threshold_returns,silver.returns_threshold_returns,gold.returns_threshold_metrics,PLANNED,Internal table approved for full CDC.
406,21,returns,returns-platform,svc-0206,returns-06,team-021,pg-cluster-456,returns_svc_06,returns,variant_returns,returns_svc_06.returns.variant_returns,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.variant_returns,fk.pg.cdc.returns.variant_returns,bronze.returns_variant_returns,silver.returns_variant_returns,gold.returns_variant_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-466,returns_svc_07,returns,attribution_returns,returns_svc_07.returns.attribution_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.attribution_returns,fk.pg.cdc.returns.attribution_returns,bronze.returns_attribution_returns,silver.returns_attribution_returns,gold.returns_attribution_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-467,returns_svc_07,returns,channel_returns,returns_svc_07.returns.channel_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.channel_returns,fk.pg.cdc.returns.channel_returns,bronze.returns_channel_returns,silver.returns_channel_returns,gold.returns_channel_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-463,returns_svc_07,returns,click_returns,returns_svc_07.returns.click_returns,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.click_returns,fk.pg.cdc.returns.click_returns,bronze.returns_click_returns,silver.returns_click_returns,gold.returns_click_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-465,returns_svc_07,returns,conversion_returns,returns_svc_07.returns.conversion_returns,reference,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.conversion_returns,fk.pg.cdc.returns.conversion_returns,bronze.returns_conversion_returns,silver.returns_conversion_returns,gold.returns_conversion_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-470,returns_svc_07,returns,delivery_returns,returns_svc_07.returns.delivery_returns,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.delivery_returns,fk.pg.cdc.returns.delivery_returns,bronze.returns_delivery_returns,silver.returns_delivery_returns,gold.returns_delivery_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-464,returns_svc_07,returns,impression_returns,returns_svc_07.returns.impression_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.impression_returns,fk.pg.cdc.returns.impression_returns,bronze.returns_impression_returns,silver.returns_impression_returns,gold.returns_impression_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-469,returns_svc_07,returns,message_returns,returns_svc_07.returns.message_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.message_returns,fk.pg.cdc.returns.message_returns,bronze.returns_message_returns,silver.returns_message_returns,gold.returns_message_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-461,returns_svc_07,returns,query_returns,returns_svc_07.returns.query_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.query_returns,fk.pg.cdc.returns.query_returns,bronze.returns_query_returns,silver.returns_query_returns,gold.returns_query_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-462,returns_svc_07,returns,result_returns,returns_svc_07.returns.result_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.result_returns,fk.pg.cdc.returns.result_returns,bronze.returns_result_returns,silver.returns_result_returns,gold.returns_result_metrics,PLANNED,Internal table approved for full CDC.
407,21,returns,returns-platform,svc-0207,returns-07,team-021,pg-cluster-468,returns_svc_07,returns,template_returns,returns_svc_07.returns.template_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.template_returns,fk.pg.cdc.returns.template_returns,bronze.returns_template_returns,silver.returns_template_returns,gold.returns_template_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-473,returns_svc_08,returns,contract_returns,returns_svc_08.returns.contract_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.contract_returns,fk.pg.cdc.returns.contract_returns,bronze.returns_contract_returns,silver.returns_contract_returns,gold.returns_contract_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-474,returns_svc_08,returns,fee_returns,returns_svc_08.returns.fee_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.fee_returns,fk.pg.cdc.returns.fee_returns,bronze.returns_fee_returns,silver.returns_fee_returns,gold.returns_fee_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-472,returns_svc_08,returns,partner_returns,returns_svc_08.returns.partner_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.partner_returns,fk.pg.cdc.returns.partner_returns,bronze.returns_partner_returns,silver.returns_partner_returns,gold.returns_partner_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-480,returns_svc_08,returns,payout_returns,returns_svc_08.returns.payout_returns,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.payout_returns,fk.pg.cdc.returns.payout_returns,bronze.returns_payout_returns,silver.returns_payout_returns,gold.returns_payout_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-476,returns_svc_08,returns,price_returns,returns_svc_08.returns.price_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.price_returns,fk.pg.cdc.returns.price_returns,bronze.returns_price_returns,silver.returns_price_returns,gold.returns_price_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-471,returns_svc_08,returns,provider_returns,returns_svc_08.returns.provider_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.provider_returns,fk.pg.cdc.returns.provider_returns,bronze.returns_provider_returns,silver.returns_provider_returns,gold.returns_provider_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-475,returns_svc_08,returns,rate_returns,returns_svc_08.returns.rate_returns,reference,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.rate_returns,fk.pg.cdc.returns.rate_returns,bronze.returns_rate_returns,silver.returns_rate_returns,gold.returns_rate_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-479,returns_svc_08,returns,reconciliation_returns,returns_svc_08.returns.reconciliation_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.reconciliation_returns,fk.pg.cdc.returns.reconciliation_returns,bronze.returns_reconciliation_returns,silver.returns_reconciliation_returns,gold.returns_reconciliation_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-478,returns_svc_08,returns,settlement_returns,returns_svc_08.returns.settlement_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.settlement_returns,fk.pg.cdc.returns.settlement_returns,bronze.returns_settlement_returns,silver.returns_settlement_returns,gold.returns_settlement_metrics,PLANNED,Internal table approved for full CDC.
408,21,returns,returns-platform,svc-0208,returns-08,team-021,pg-cluster-477,returns_svc_08,returns,tax_returns,returns_svc_08.returns.tax_returns,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.tax_returns,fk.pg.cdc.returns.tax_returns,bronze.returns_tax_returns,silver.returns_tax_returns,gold.returns_tax_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-487,returns_svc_09,returns,bin_returns,returns_svc_09.returns.bin_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.bin_returns,fk.pg.cdc.returns.bin_returns,bronze.returns_bin_returns,silver.returns_bin_returns,gold.returns_bin_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-482,returns_svc_09,returns,package_returns,returns_svc_09.returns.package_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.package_returns,fk.pg.cdc.returns.package_returns,bronze.returns_package_returns,silver.returns_package_returns,gold.returns_package_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-490,returns_svc_09,returns,refund_returns,returns_svc_09.returns.refund_returns,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.refund_returns,fk.pg.cdc.returns.refund_returns,bronze.returns_refund_returns,silver.returns_refund_returns,gold.returns_refund_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-489,returns_svc_09,returns,return_returns,returns_svc_09.returns.return_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.return_returns,fk.pg.cdc.returns.return_returns,bronze.returns_return_returns,silver.returns_return_returns,gold.returns_return_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-484,returns_svc_09,returns,route_returns,returns_svc_09.returns.route_returns,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.route_returns,fk.pg.cdc.returns.route_returns,bronze.returns_route_returns,silver.returns_route_returns,gold.returns_route_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-481,returns_svc_09,returns,shipment_returns,returns_svc_09.returns.shipment_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.shipment_returns,fk.pg.cdc.returns.shipment_returns,bronze.returns_shipment_returns,silver.returns_shipment_returns,gold.returns_shipment_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-488,returns_svc_09,returns,stock_returns,returns_svc_09.returns.stock_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.stock_returns,fk.pg.cdc.returns.stock_returns,bronze.returns_stock_returns,silver.returns_stock_returns,gold.returns_stock_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-485,returns_svc_09,returns,stop_returns,returns_svc_09.returns.stop_returns,reference,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.stop_returns,fk.pg.cdc.returns.stop_returns,bronze.returns_stop_returns,silver.returns_stop_returns,gold.returns_stop_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-483,returns_svc_09,returns,tracking_returns,returns_svc_09.returns.tracking_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.tracking_returns,fk.pg.cdc.returns.tracking_returns,bronze.returns_tracking_returns,silver.returns_tracking_returns,gold.returns_tracking_metrics,PLANNED,Internal table approved for full CDC.
409,21,returns,returns-platform,svc-0209,returns-09,team-021,pg-cluster-486,returns_svc_09,returns,warehouse_returns,returns_svc_09.returns.warehouse_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.warehouse_returns,fk.pg.cdc.returns.warehouse_returns,bronze.returns_warehouse_returns,silver.returns_warehouse_returns,gold.returns_warehouse_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-494,returns_svc_10,returns,consent_returns,returns_svc_10.returns.consent_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.consent_returns,fk.pg.cdc.returns.consent_returns,bronze.returns_consent_returns,silver.returns_consent_returns,gold.returns_consent_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-498,returns_svc_10,returns,device_returns,returns_svc_10.returns.device_returns,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.device_returns,fk.pg.cdc.returns.device_returns,bronze.returns_device_returns,silver.returns_device_returns,gold.returns_device_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-493,returns_svc_10,returns,feedback_returns,returns_svc_10.returns.feedback_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.feedback_returns,fk.pg.cdc.returns.feedback_returns,bronze.returns_feedback_returns,silver.returns_feedback_returns,gold.returns_feedback_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-499,returns_svc_10,returns,location_returns,returns_svc_10.returns.location_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.location_returns,fk.pg.cdc.returns.location_returns,bronze.returns_location_returns,silver.returns_location_returns,gold.returns_location_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-500,returns_svc_10,returns,owner_returns,returns_svc_10.returns.owner_returns,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.owner_returns,fk.pg.cdc.returns.owner_returns,bronze.returns_owner_returns,silver.returns_owner_returns,gold.returns_owner_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-495,returns_svc_10,returns,permission_returns,returns_svc_10.returns.permission_returns,reference,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.permission_returns,fk.pg.cdc.returns.permission_returns,bronze.returns_permission_returns,silver.returns_permission_returns,gold.returns_permission_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-492,returns_svc_10,returns,rating_returns,returns_svc_10.returns.rating_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.rating_returns,fk.pg.cdc.returns.rating_returns,bronze.returns_rating_returns,silver.returns_rating_returns,gold.returns_rating_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-491,returns_svc_10,returns,review_returns,returns_svc_10.returns.review_returns,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.review_returns,fk.pg.cdc.returns.review_returns,bronze.returns_review_returns,silver.returns_review_returns,gold.returns_review_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-496,returns_svc_10,returns,role_returns,returns_svc_10.returns.role_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.role_returns,fk.pg.cdc.returns.role_returns,bronze.returns_role_returns,silver.returns_role_returns,gold.returns_role_metrics,PLANNED,Internal table approved for full CDC.
410,21,returns,returns-platform,svc-0210,returns-10,team-021,pg-cluster-497,returns_svc_10,returns,token_returns,returns_svc_10.returns.token_returns,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.returns.token_returns,fk.pg.cdc.returns.token_returns,bronze.returns_token_returns,silver.returns_token_returns,gold.returns_token_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-501,refund_svc_01,refund,account_refund,refund_svc_01.refund.account_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.account_refund,fk.pg.cdc.refund.account_refund,bronze.refund_account_refund,silver.refund_account_refund,gold.refund_account_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-503,refund_svc_01,refund,address_refund,refund_svc_01.refund.address_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.address_refund,fk.pg.cdc.refund.address_refund,bronze.refund_address_refund,silver.refund_address_refund,gold.refund_address_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-506,refund_svc_01,refund,event_refund,refund_svc_01.refund.event_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.event_refund,fk.pg.cdc.refund.event_refund,bronze.refund_event_refund,silver.refund_event_refund,gold.refund_event_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-507,refund_svc_01,refund,history_refund,refund_svc_01.refund.history_refund,event,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.history_refund,fk.pg.cdc.refund.history_refund,bronze.refund_history_refund,silver.refund_history_refund,gold.refund_history_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-510,refund_svc_01,refund,mapping_refund,refund_svc_01.refund.mapping_refund,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.mapping_refund,fk.pg.cdc.refund.mapping_refund,bronze.refund_mapping_refund,silver.refund_mapping_refund,gold.refund_mapping_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-504,refund_svc_01,refund,preference_refund,refund_svc_01.refund.preference_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.preference_refund,fk.pg.cdc.refund.preference_refund,bronze.refund_preference_refund,silver.refund_preference_refund,gold.refund_preference_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-502,refund_svc_01,refund,profile_refund,refund_svc_01.refund.profile_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.profile_refund,fk.pg.cdc.refund.profile_refund,bronze.refund_profile_refund,silver.refund_profile_refund,gold.refund_profile_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-509,refund_svc_01,refund,rule_refund,refund_svc_01.refund.rule_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.rule_refund,fk.pg.cdc.refund.rule_refund,bronze.refund_rule_refund,silver.refund_rule_refund,gold.refund_rule_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-505,refund_svc_01,refund,session_refund,refund_svc_01.refund.session_refund,reference,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.session_refund,fk.pg.cdc.refund.session_refund,bronze.refund_session_refund,silver.refund_session_refund,gold.refund_session_metrics,PLANNED,Internal table approved for full CDC.
411,22,refund,refund-platform,svc-0211,refund-01,team-022,pg-cluster-508,refund_svc_01,refund,status_refund,refund_svc_01.refund.status_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.status_refund,fk.pg.cdc.refund.status_refund,bronze.refund_status_refund,silver.refund_status_refund,gold.refund_status_metrics,PLANNED,Internal table approved for full CDC.
412,22,refund,refund-platform,svc-0212,refund-02,team-022,pg-cluster-518,refund_svc_02,refund,allocation_refund,refund_svc_02.refund.allocation_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.allocation_refund,fk.pg.cdc.refund.allocation_refund,bronze.refund_allocation_refund,silver.refund_allocation_refund,gold.refund_allocation_metrics,PLANNED,Internal table approved for full CDC.
412,22,refund,refund-platform,svc-0212,refund-02,team-022,pg-cluster-517,refund_svc_02,refund,attempt_refund,refund_svc_02.refund.attempt_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.attempt_refund,fk.pg.cdc.refund.attempt_refund,bronze.refund_attempt_refund,silver.refund_attempt_refund,gold.refund_attempt_metrics,PLANNED,Internal table approved for full CDC.
412,22,refund,refund-platform,svc-0212,refund-02,team-022,pg-cluster-512,refund_svc_02,refund,detail_refund,refund_svc_02.refund.detail_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.detail_refund,fk.pg.cdc.refund.detail_refund,bronze.refund_detail_refund,silver.refund_detail_refund,gold.refund_detail_metrics,PLANNED,Internal table approved for full CDC.
412,22,refund,refund-platform,svc-0212,refund-02,team-022,pg-cluster-511,refund_svc_02,refund,item_refund,refund_svc_02.refund.item_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.item_refund,fk.pg.cdc.refund.item_refund,bronze.refund_item_refund,silver.refund_item_refund,gold.refund_item_metrics,PLANNED,Internal table approved for full CDC.
412,22,refund,refund-platform,svc-0212,refund-02,team-022,pg-cluster-520,refund_svc_02,refund,movement_refund,refund_svc_02.refund.movement_refund,history,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.movement_refund,fk.pg.cdc.refund.movement_refund,bronze.refund_movement_refund,silver.refund_movement_refund,gold.refund_movement_metrics,PLANNED,Internal table approved for full CDC.
412,22,refund,refund-platform,svc-0212,refund-02,team-022,pg-cluster-515,refund_svc_02,refund,request_refund,refund_svc_02.refund.request_refund,reference,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.request_refund,fk.pg.cdc.refund.request_refund,bronze.refund_request_refund,silver.refund_request_refund,gold.refund_request_metrics,PLANNED,Internal table approved for full CDC.
412,22,refund,refund-platform,svc-0212,refund-02,team-022,pg-cluster-519,refund_svc_02,refund,reservation_refund,refund_svc_02.refund.reservation_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.reservation_refund,fk.pg.cdc.refund.reservation_refund,bronze.refund_reservation_refund,silver.refund_reservation_refund,gold.refund_reservation_metrics,PLANNED,Internal table approved for full CDC.
412,22,refund,refund-platform,svc-0212,refund-02,team-022,pg-cluster-516,refund_svc_02,refund,response_refund,refund_svc_02.refund.response_refund,transactional,internal,POSTGRESQL_OPERATIONAL,18.6,DATABASE,ONE_PER_DATABASE,Y,FULL,fk.pg.cdc.refund.response_refund,fk.pg.cdc.refund.response_refund,bronze.refund_response_refund,silver.refund_response_refund,gold.refund_response_metrics,PLANNED,Internal table approved for full CDC.
