lesson_number,relationship_id,source_domain,source_service,source_cluster,source_database,source_schema,source_table,source_key,source_full_table,target_domain,target_service,target_cluster,target_database,target_schema,target_table,target_key,target_full_table,declared_relationship_type,cardinality,cross_cluster,declared_consistency_model,declared_sync_method,source_of_truth,event_topic,on_missing_reference,join_strategy,effective_implementation,enforcement_layer,effective_sync_method,kafka_required,dlq_topic,implementation_status,description
126,rel-000889,payment,payment-06,pg-cluster-657,payment_svc_06,payment,media_payment,media_id,payment_svc_06.payment.media_payment,customer,customer-09,pg-cluster-189,customer_svc_09,customer,return_customer,return_id,customer_svc_09.customer.return_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.return_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.return_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000890,payment,payment-07,pg-cluster-664,payment_svc_07,payment,impression_payment,impression_id,payment_svc_07.payment.impression_payment,customer,customer-10,pg-cluster-200,customer_svc_10,customer,owner_customer,owner_id,customer_svc_10.customer.owner_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.owner_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.owner_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000891,payment,payment-08,pg-cluster-671,payment_svc_08,payment,provider_payment,provider_id,payment_svc_08.payment.provider_payment,customer,customer-02,pg-cluster-111,customer_svc_02,customer,item_customer,item_id,customer_svc_02.customer.item_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.item_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.item_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000892,payment,payment-08,pg-cluster-678,payment_svc_08,payment,settlement_payment,settlement_id,payment_svc_08.payment.settlement_payment,customer,customer-03,pg-cluster-122,customer_svc_03,customer,configuration_customer,configuration_id,customer_svc_03.customer.configuration_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.configuration_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.configuration_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000893,payment,payment-09,pg-cluster-685,payment_svc_09,payment,stop_payment,stop_id,payment_svc_09.payment.stop_payment,customer,customer-04,pg-cluster-133,customer_svc_04,customer,invoice_customer,invoice_id,customer_svc_04.customer.invoice_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.invoice_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.invoice_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000894,payment,payment-10,pg-cluster-692,payment_svc_10,payment,rating_payment,rating_id,payment_svc_10.payment.rating_payment,customer,customer-05,pg-cluster-144,customer_svc_05,customer,workflow_customer,workflow_id,customer_svc_05.customer.workflow_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.workflow_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.workflow_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000895,payment,payment-10,pg-cluster-699,payment_svc_10,payment,location_payment,location_id,payment_svc_10.payment.location_payment,customer,customer-06,pg-cluster-155,customer_svc_06,customer,attribute_customer,attribute_id,customer_svc_06.customer.attribute_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.attribute_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.attribute_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000896,payment,payment-01,pg-cluster-606,payment_svc_01,payment,event_payment,event_id,payment_svc_01.payment.event_payment,customer,customer-07,pg-cluster-166,customer_svc_07,customer,attribution_customer,attribution_id,customer_svc_07.customer.attribution_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.attribution_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.attribution_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000897,payment,payment-02,pg-cluster-613,payment_svc_02,payment,snapshot_payment,snapshot_id,payment_svc_02.payment.snapshot_payment,customer,customer-08,pg-cluster-177,customer_svc_08,customer,tax_customer,tax_id,customer_svc_08.customer.tax_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.tax_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.tax_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000898,payment,payment-02,pg-cluster-620,payment_svc_02,payment,movement_payment,movement_id,payment_svc_02.payment.movement_payment,customer,customer-09,pg-cluster-188,customer_svc_09,customer,stock_customer,stock_id,customer_svc_09.customer.stock_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.stock_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.stock_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000899,payment,payment-03,pg-cluster-627,payment_svc_03,payment,segment_payment,segment_id,payment_svc_03.payment.segment_payment,customer,customer-10,pg-cluster-199,customer_svc_10,customer,location_customer,location_id,customer_svc_10.customer.location_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.location_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.location_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000900,payment,payment-04,pg-cluster-634,payment_svc_04,payment,line_payment,line_id,payment_svc_04.payment.line_payment,customer,customer-01,pg-cluster-110,customer_svc_01,customer,mapping_customer,mapping_id,customer_svc_01.customer.mapping_customer,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,customer,fk.pg.relation.customer.mapping_customer,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.customer.mapping_customer.dlq,PLANNED,payment logically references customer; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000901,payment,payment-01,pg-cluster-601,payment_svc_01,payment,account_payment,account_id,payment_svc_01.payment.account_payment,fraud,fraud-01,pg-cluster-701,fraud_svc_01,fraud,account_fraud,account_id,fraud_svc_01.fraud.account_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.account_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.account_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000902,payment,payment-01,pg-cluster-608,payment_svc_01,payment,status_payment,status_id,payment_svc_01.payment.status_payment,fraud,fraud-02,pg-cluster-712,fraud_svc_02,fraud,detail_fraud,detail_id,fraud_svc_02.fraud.detail_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.detail_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.detail_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000903,payment,payment-02,pg-cluster-615,payment_svc_02,payment,request_payment,request_id,payment_svc_02.payment.request_payment,fraud,fraud-03,pg-cluster-723,fraud_svc_03,fraud,policy_fraud,policy_id,fraud_svc_03.fraud.policy_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.policy_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.policy_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000904,payment,payment-03,pg-cluster-622,payment_svc_03,payment,configuration_payment,configuration_id,payment_svc_03.payment.configuration_payment,fraud,fraud-04,pg-cluster-734,fraud_svc_04,fraud,line_fraud,line_id,fraud_svc_04.fraud.line_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.line_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.line_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000905,payment,payment-03,pg-cluster-629,payment_svc_03,payment,offer_payment,offer_id,payment_svc_03.payment.offer_payment,fraud,fraud-05,pg-cluster-745,fraud_svc_05,fraud,approval_fraud,approval_id,fraud_svc_05.fraud.approval_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.approval_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.approval_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000906,payment,payment-04,pg-cluster-636,payment_svc_04,payment,job_payment,job_id,payment_svc_04.payment.job_payment,fraud,fraud-06,pg-cluster-756,fraud_svc_06,fraud,variant_fraud,variant_id,fraud_svc_06.fraud.variant_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.variant_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.variant_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000907,payment,payment-05,pg-cluster-643,payment_svc_05,payment,decision_payment,decision_id,payment_svc_05.payment.decision_payment,fraud,fraud-07,pg-cluster-767,fraud_svc_07,fraud,channel_fraud,channel_id,fraud_svc_07.fraud.channel_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.channel_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.channel_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000908,payment,payment-05,pg-cluster-650,payment_svc_05,payment,forecast_payment,forecast_id,payment_svc_05.payment.forecast_payment,fraud,fraud-08,pg-cluster-778,fraud_svc_08,fraud,settlement_fraud,settlement_id,fraud_svc_08.fraud.settlement_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.settlement_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.settlement_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000909,payment,payment-06,pg-cluster-657,payment_svc_06,payment,media_payment,media_id,payment_svc_06.payment.media_payment,fraud,fraud-09,pg-cluster-789,fraud_svc_09,fraud,return_fraud,return_id,fraud_svc_09.fraud.return_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.return_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.return_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000910,payment,payment-07,pg-cluster-664,payment_svc_07,payment,impression_payment,impression_id,payment_svc_07.payment.impression_payment,fraud,fraud-10,pg-cluster-800,fraud_svc_10,fraud,owner_fraud,owner_id,fraud_svc_10.fraud.owner_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.owner_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.owner_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000911,payment,payment-08,pg-cluster-671,payment_svc_08,payment,provider_payment,provider_id,payment_svc_08.payment.provider_payment,fraud,fraud-02,pg-cluster-711,fraud_svc_02,fraud,item_fraud,item_id,fraud_svc_02.fraud.item_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.item_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.item_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000912,payment,payment-08,pg-cluster-678,payment_svc_08,payment,settlement_payment,settlement_id,payment_svc_08.payment.settlement_payment,fraud,fraud-03,pg-cluster-722,fraud_svc_03,fraud,configuration_fraud,configuration_id,fraud_svc_03.fraud.configuration_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.configuration_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.configuration_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000913,payment,payment-09,pg-cluster-685,payment_svc_09,payment,stop_payment,stop_id,payment_svc_09.payment.stop_payment,fraud,fraud-04,pg-cluster-733,fraud_svc_04,fraud,invoice_fraud,invoice_id,fraud_svc_04.fraud.invoice_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.invoice_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.invoice_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000914,payment,payment-10,pg-cluster-692,payment_svc_10,payment,rating_payment,rating_id,payment_svc_10.payment.rating_payment,fraud,fraud-05,pg-cluster-744,fraud_svc_05,fraud,workflow_fraud,workflow_id,fraud_svc_05.fraud.workflow_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.workflow_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.workflow_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000915,payment,payment-10,pg-cluster-699,payment_svc_10,payment,location_payment,location_id,payment_svc_10.payment.location_payment,fraud,fraud-06,pg-cluster-755,fraud_svc_06,fraud,attribute_fraud,attribute_id,fraud_svc_06.fraud.attribute_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.attribute_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.attribute_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000916,payment,payment-01,pg-cluster-606,payment_svc_01,payment,event_payment,event_id,payment_svc_01.payment.event_payment,fraud,fraud-07,pg-cluster-766,fraud_svc_07,fraud,attribution_fraud,attribution_id,fraud_svc_07.fraud.attribution_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.attribution_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.attribution_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000917,payment,payment-02,pg-cluster-613,payment_svc_02,payment,snapshot_payment,snapshot_id,payment_svc_02.payment.snapshot_payment,fraud,fraud-08,pg-cluster-777,fraud_svc_08,fraud,tax_fraud,tax_id,fraud_svc_08.fraud.tax_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.tax_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.tax_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000918,payment,payment-02,pg-cluster-620,payment_svc_02,payment,movement_payment,movement_id,payment_svc_02.payment.movement_payment,fraud,fraud-09,pg-cluster-788,fraud_svc_09,fraud,stock_fraud,stock_id,fraud_svc_09.fraud.stock_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.stock_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.stock_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000919,payment,payment-03,pg-cluster-627,payment_svc_03,payment,segment_payment,segment_id,payment_svc_03.payment.segment_payment,fraud,fraud-10,pg-cluster-799,fraud_svc_10,fraud,location_fraud,location_id,fraud_svc_10.fraud.location_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.location_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.location_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000920,payment,payment-04,pg-cluster-634,payment_svc_04,payment,line_payment,line_id,payment_svc_04.payment.line_payment,fraud,fraud-01,pg-cluster-710,fraud_svc_01,fraud,mapping_fraud,mapping_id,fraud_svc_01.fraud.mapping_fraud,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,fraud,fk.pg.relation.fraud.mapping_fraud,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.fraud.mapping_fraud.dlq,PLANNED,payment logically references fraud; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000921,payment,payment-01,pg-cluster-601,payment_svc_01,payment,account_payment,account_id,payment_svc_01.payment.account_payment,settlement,settlement-01,pg-cluster-701,settlement_svc_01,settlement,account_settlement,account_id,settlement_svc_01.settlement.account_settlement,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,settlement,fk.pg.relation.settlement.account_settlement,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.settlement.account_settlement.dlq,PLANNED,payment logically references settlement; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000922,payment,payment-01,pg-cluster-608,payment_svc_01,payment,status_payment,status_id,payment_svc_01.payment.status_payment,settlement,settlement-02,pg-cluster-712,settlement_svc_02,settlement,detail_settlement,detail_id,settlement_svc_02.settlement.detail_settlement,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,settlement,fk.pg.relation.settlement.detail_settlement,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.settlement.detail_settlement.dlq,PLANNED,payment logically references settlement; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000923,payment,payment-02,pg-cluster-615,payment_svc_02,payment,request_payment,request_id,payment_svc_02.payment.request_payment,settlement,settlement-03,pg-cluster-723,settlement_svc_03,settlement,policy_settlement,policy_id,settlement_svc_03.settlement.policy_settlement,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,settlement,fk.pg.relation.settlement.policy_settlement,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.settlement.policy_settlement.dlq,PLANNED,payment logically references settlement; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000924,payment,payment-03,pg-cluster-622,payment_svc_03,payment,configuration_payment,configuration_id,payment_svc_03.payment.configuration_payment,settlement,settlement-04,pg-cluster-734,settlement_svc_04,settlement,line_settlement,line_id,settlement_svc_04.settlement.line_settlement,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,settlement,fk.pg.relation.settlement.line_settlement,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.settlement.line_settlement.dlq,PLANNED,payment logically references settlement; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000925,payment,payment-03,pg-cluster-629,payment_svc_03,payment,offer_payment,offer_id,payment_svc_03.payment.offer_payment,settlement,settlement-05,pg-cluster-745,settlement_svc_05,settlement,approval_settlement,approval_id,settlement_svc_05.settlement.approval_settlement,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,settlement,fk.pg.relation.settlement.approval_settlement,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.settlement.approval_settlement.dlq,PLANNED,payment logically references settlement; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000926,payment,payment-04,pg-cluster-636,payment_svc_04,payment,job_payment,job_id,payment_svc_04.payment.job_payment,settlement,settlement-06,pg-cluster-756,settlement_svc_06,settlement,variant_settlement,variant_id,settlement_svc_06.settlement.variant_settlement,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,settlement,fk.pg.relation.settlement.variant_settlement,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.settlement.variant_settlement.dlq,PLANNED,payment logically references settlement; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
126,rel-000927,payment,payment-05,pg-cluster-643,payment_svc_05,payment,decision_payment,decision_id,payment_svc_05.payment.decision_payment,settlement,settlement-07,pg-cluster-767,settlement_svc_07,settlement,channel_settlement,channel_id,settlement_svc_07.settlement.channel_settlement,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,settlement,fk.pg.relation.settlement.channel_settlement,retry_then_dlq,application_or_lakehouse_join,EVENT_DRIVEN_LOGICAL_REFERENCE,APPLICATION_AND_EVENT_CONSUMER,Debezium CDC + Kafka projection,Y,fk.pg.relation.settlement.channel_settlement.dlq,PLANNED,payment logically references settlement; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
